unit,detector,target,status,phenotype,language,rule,count,unique_studies,unique_study_target_pairs,non_additivity_note
selected_pair_participation,v2_exact,Contusion,positive,tear,greek_script,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Effusion,negative,abnormality_absent,french,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Effusion,positive,chondral_abnormality,cyrillic_script,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Effusion,positive,chondral_abnormality,english,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Effusion,positive,chondral_abnormality,south_slavic,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Effusion,positive,degeneration,south_slavic,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Effusion,uncertain,abnormality,english,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Effusion,uncertain,tear,south_slavic,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Fracture,negative,abnormality_absent,greek_script,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Fracture,uncertain,fracture,english|spanish,fracture_en,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,negative,abnormality_absent,german,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,positive,extrusion,english,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,positive,tear,turkish,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral Meniscus,uncertain,tear,south_slavic,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral OA,positive,abnormality,greek_script,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral OA,positive,chondral_abnormality,french,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Lateral OA,positive,chondral_abnormality,turkish,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,MCL,positive,abnormality,spanish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,MCL,positive,tear,german,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,MCL,positive,tear,south_slavic,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,negative,abnormality_absent,dutch,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,abnormality,english,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,chondral_abnormality,cyrillic_script,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,degeneration,south_slavic,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,extrusion,spanish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,positive,extrusion,turkish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial Meniscus,uncertain,abnormality,english,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial OA,positive,chondral_abnormality,dutch,compartment_scope,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial OA,positive,chondral_abnormality,turkish,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Medial OA,positive,tear,english,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,PF OA,negative,abnormality_absent,latin_other,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,PF OA,negative,abnormality_absent,turkish,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,PF OA,positive,abnormality,south_slavic,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,PF OA,positive,chondral_abnormality,dutch,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,PF OA,positive,tear,turkish,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Synovitis,negative,abnormality_absent,latin_other,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Synovitis,positive,abnormality,latin_other,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v2_exact,Synovitis,positive,chondral_abnormality,greek_script,<no_explicit_rule>,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_morphology,Contusion,uncertain,bone_contusion,turkish,contusion_tr,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_morphology,Fracture,positive,fracture,german,fracture_de,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_morphology,Fracture,uncertain,fracture,english|spanish,fracture_en,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,negative,abnormality_absent,turkish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,positive,abnormality,spanish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,positive,degeneration,french,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,positive,degeneration,german,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,positive,sprain,south_slavic,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,ACL,uncertain,degeneration,english,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,negative,abnormality_absent,german,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,positive,extrusion,dutch,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,positive,extrusion,greek_script,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,uncertain,degeneration,english,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral Meniscus,uncertain,tear,turkish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral OA,negative,normal_cartilage,dutch,compartment_normality,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral OA,positive,chondral_abnormality,turkish,compartment_scope,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,Lateral OA,positive,degeneration,turkish,compartment_scope,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,negative,normal_structure,spanish,target_local_normality,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,positive,abnormality,german,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,positive,abnormality,spanish,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,positive,sprain,latin_other,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,positive,tear,german,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
selected_pair_participation,v3_target,MCL,uncertain,degeneration,english,target_local_association,2,2,2,A selected pair may include multiple detectors/propositions.
